Competition,Sex,Event,Round,RT,Result,RuleChange
Europeans,Womens,60m,1,NA,Disqualified,2010-2014
Europeans,Womens,60m,2,0.155,Qualified,2010-2014
Europeans,Womens,60m,2,0.136,Qualified,2010-2014
Europeans,Womens,60m,2,0.139,Qualified,2010-2014
Europeans,Womens,60m,2,0.163,Qualified,2010-2014
Europeans,Womens,60m,2,0.141,Eliminated,2010-2014
Europeans,Womens,60m,2,0.162,Eliminated,2010-2014
Europeans,Womens,60m,2,0.133,Eliminated,2010-2014
Europeans,Womens,60m,2,0.166,Eliminated,2010-2014
Europeans,Womens,60m,2,0.156,Qualified,2010-2014
Europeans,Womens,60m,2,0.145,Qualified,2010-2014
Europeans,Womens,60m,2,0.152,Qualified,2010-2014
Europeans,Womens,60m,2,0.15,Eliminated,2010-2014
Europeans,Womens,60m,2,0.162,Eliminated,2010-2014
Europeans,Womens,60m,2,0.164,Eliminated,2010-2014
Europeans,Womens,60m,2,0.17,Eliminated,2010-2014
Europeans,Womens,60m,2,0.159,Disqualified,2010-2014
Europeans,Womens,60m,3,0.144,Finalist,2010-2014
Europeans,Womens,60m,3,0.159,Finalist,2010-2014
Europeans,Womens,60m,3,0.152,Finalist,2010-2014
Europeans,Womens,60m,3,0.15,Finalist,2010-2014
Europeans,Womens,60m,3,0.134,Finalist,2010-2014
Europeans,Womens,60m,3,0.142,Finalist,2010-2014
Europeans,Womens,60m,3,0.141,Finalist,2010-2014
Europeans,Womens,60m,3,0.162,Disqualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,Qualified,2010-2014
Europeans,Womens,60m,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,1,NA,Eliminated,2010-2014
Europeans,Womens,60m,2,0.234,Qualified,2010-2014
Europeans,Womens,60m,2,0.146,Qualified,2010-2014
Europeans,Womens,60m,2,0.217,Qualified,2010-2014
Europeans,Womens,60m,2,0.194,Qualified,2010-2014
Europeans,Womens,60m,2,0.198,Eliminated,2010-2014
Europeans,Womens,60m,2,0.17,Eliminated,2010-2014
Europeans,Womens,60m,2,0.161,Eliminated,2010-2014
Europeans,Womens,60m,2,0.183,Eliminated,2010-2014
Europeans,Womens,60m,2,0.178,Qualified,2010-2014
Europeans,Womens,60m,2,0.202,Qualified,2010-2014
Europeans,Womens,60m,2,0.161,Qualified,2010-2014
Europeans,Womens,60m,2,0.157,Qualified,2010-2014
Europeans,Womens,60m,2,0.216,Eliminated,2010-2014
Europeans,Womens,60m,2,0.178,Eliminated,2010-2014
Europeans,Womens,60m,2,0.163,Eliminated,2010-2014
Europeans,Womens,60m,2,0.173,Eliminated,2010-2014
Europeans,Womens,60m,3,0.156,Finalist,2010-2014
Europeans,Womens,60m,3,0.222,Finalist,2010-2014
Europeans,Womens,60m,3,0.152,Finalist,2010-2014
Europeans,Womens,60m,3,0.156,Finalist,2010-2014
Europeans,Womens,60m,3,0.196,Finalist,2010-2014
Europeans,Womens,60m,3,0.151,Finalist,2010-2014
Europeans,Womens,60m,3,0.195,Finalist,2010-2014
Europeans,Womens,60m,3,NA,DNS,2010-2014
Europeans,Womens,60m,1,0.171,Qualified,2004-2009
Europeans,Womens,60m,1,0.154,Qualified,2004-2009
Europeans,Womens,60m,1,0.197,Qualified,2004-2009
Europeans,Womens,60m,1,0.18,Eliminated,2004-2009
Europeans,Womens,60m,1,0.176,Eliminated,2004-2009
Europeans,Womens,60m,1,0.172,Eliminated,2004-2009
Europeans,Womens,60m,1,0.219,Eliminated,2004-2009
Europeans,Womens,60m,1,0.154,Qualified,2004-2009
Europeans,Womens,60m,1,0.177,Qualified,2004-2009
Europeans,Womens,60m,1,0.135,Qualified,2004-2009
Europeans,Womens,60m,1,0.165,Eliminated,2004-2009
Europeans,Womens,60m,1,0.139,Eliminated,2004-2009
Europeans,Womens,60m,1,0.15,Eliminated,2004-2009
Europeans,Womens,60m,1,0.141,Eliminated,2004-2009
Europeans,Womens,60m,1,0.201,Eliminated,2004-2009
Europeans,Womens,60m,1,0.171,Qualified,2004-2009
Europeans,Womens,60m,1,0.15,Qualified,2004-2009
Europeans,Womens,60m,1,0.202,Qualified,2004-2009
Europeans,Womens,60m,1,0.191,Eliminated,2004-2009
Europeans,Womens,60m,1,0.225,Eliminated,2004-2009
Europeans,Womens,60m,1,0.313,Eliminated,2004-2009
Europeans,Womens,60m,1,0.246,Eliminated,2004-2009
Europeans,Womens,60m,1,0.204,Eliminated,2004-2009
Europeans,Womens,60m,1,0.16,Qualified,2004-2009
Europeans,Womens,60m,1,0.189,Qualified,2004-2009
Europeans,Womens,60m,1,0.22,Qualified,2004-2009
Europeans,Womens,60m,1,0.167,Eliminated,2004-2009
Europeans,Womens,60m,1,0.22,Eliminated,2004-2009
Europeans,Womens,60m,1,0.192,Eliminated,2004-2009
Europeans,Womens,60m,1,0.186,Eliminated,2004-2009
Europeans,Womens,60m,1,0.205,Eliminated,2004-2009
Europeans,Womens,60m,2,0.105,Qualified,2004-2009
Europeans,Womens,60m,2,0.159,Qualified,2004-2009
Europeans,Womens,60m,2,0.138,Qualified,2004-2009
Europeans,Womens,60m,2,0.189,Qualified,2004-2009
Europeans,Womens,60m,2,0.152,Eliminated,2004-2009
Europeans,Womens,60m,2,0.167,Eliminated,2004-2009
Europeans,Womens,60m,2,0.134,Eliminated,2004-2009
Europeans,Womens,60m,2,0.19,Eliminated,2004-2009
Europeans,Womens,60m,2,0.166,Qualified,2004-2009
Europeans,Womens,60m,2,0.223,Qualified,2004-2009
Europeans,Womens,60m,2,0.214,Qualified,2004-2009
Europeans,Womens,60m,2,0.159,Qualified,2004-2009
Europeans,Womens,60m,2,0.168,Eliminated,2004-2009
Europeans,Womens,60m,2,0.201,Eliminated,2004-2009
Europeans,Womens,60m,2,0.209,Eliminated,2004-2009
Europeans,Womens,60m,2,0.202,Eliminated,2004-2009
Europeans,Womens,60m,3,0.157,Finalist,2004-2009
Europeans,Womens,60m,3,0.145,Finalist,2004-2009
Europeans,Womens,60m,3,0.159,Finalist,2004-2009
Europeans,Womens,60m,3,0.173,Finalist,2004-2009
Europeans,Womens,60m,3,0.19,Finalist,2004-2009
Europeans,Womens,60m,3,0.161,Finalist,2004-2009
Europeans,Womens,60m,3,0.225,Finalist,2004-2009
Europeans,Womens,60m,3,0.151,Finalist,2004-2009
Europeans,Womens,60m Hurdles,1,0.192,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.13,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.136,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.159,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.136,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,0.159,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,0.15,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Disqualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.172,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.169,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.149,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.159,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.152,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,0.147,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,0.173,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,0.151,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,0.161,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.224,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.162,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.137,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,0.173,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,0.149,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,0.164,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.161,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.17,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.133,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.146,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.158,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.155,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.156,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.163,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.179,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.206,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.13,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.139,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,0.108,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.151,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.151,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,0.17,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,3,0.158,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.176,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.141,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.159,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.127,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.18,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,0.143,Finalist,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,1,NA,FastestQualifier,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,1,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Disqualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Qualified,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,2,NA,Eliminated,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,3,NA,Finalist,2010-2014
Europeans,Womens,60m Hurdles,1,0.159,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.201,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.167,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.254,FastestQualifier,2004-2009
Europeans,Womens,60m Hurdles,1,0.212,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.203,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.151,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.229,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.169,FastestQualifier,2004-2009
Europeans,Womens,60m Hurdles,1,0.177,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.195,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,NA,Disqualified,2004-2009
Europeans,Womens,60m Hurdles,1,NA,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.184,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.187,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.205,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.181,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.172,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.167,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.16,Qualified,2004-2009
Europeans,Womens,60m Hurdles,1,0.148,FastestQualifier,2004-2009
Europeans,Womens,60m Hurdles,1,0.185,FastestQualifier,2004-2009
Europeans,Womens,60m Hurdles,1,0.152,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,1,0.2,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.21,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.229,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.166,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.176,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.198,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.15,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.145,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.164,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.163,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.249,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.142,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.174,Qualified,2004-2009
Europeans,Womens,60m Hurdles,2,0.188,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.21,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.187,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,2,0.206,Eliminated,2004-2009
Europeans,Womens,60m Hurdles,3,0.233,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.201,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.181,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.174,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.168,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.179,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.16,Finalist,2004-2009
Europeans,Womens,60m Hurdles,3,0.197,Finalist,2004-2009
Europeans,Womens,100m,1,0.142,Qualified,2010-2014
Europeans,Womens,100m,1,0.145,Qualified,2010-2014
Europeans,Womens,100m,1,0.216,Qualified,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.21,Eliminated,2010-2014
Europeans,Womens,100m,1,0.162,Eliminated,2010-2014
Europeans,Womens,100m,1,0.151,Eliminated,2010-2014
Europeans,Womens,100m,1,0.166,DNF,2010-2014
Europeans,Womens,100m,1,0.167,Qualified,2010-2014
Europeans,Womens,100m,1,0.148,Qualified,2010-2014
Europeans,Womens,100m,1,0.17,Qualified,2010-2014
Europeans,Womens,100m,1,0.156,Qualified,2010-2014
Europeans,Womens,100m,1,0.132,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.151,Eliminated,2010-2014
Europeans,Womens,100m,1,0.154,Eliminated,2010-2014
Europeans,Womens,100m,1,0.126,Qualified,2010-2014
Europeans,Womens,100m,1,0.128,Qualified,2010-2014
Europeans,Womens,100m,1,0.16,Qualified,2010-2014
Europeans,Womens,100m,1,0.134,Qualified,2010-2014
Europeans,Womens,100m,1,0.158,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.154,Eliminated,2010-2014
Europeans,Womens,100m,1,0.169,Eliminated,2010-2014
Europeans,Womens,100m,1,0.245,Eliminated,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.153,Qualified,2010-2014
Europeans,Womens,100m,1,0.167,Qualified,2010-2014
Europeans,Womens,100m,1,0.189,Qualified,2010-2014
Europeans,Womens,100m,1,0.137,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.174,Eliminated,2010-2014
Europeans,Womens,100m,1,0.159,Eliminated,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.146,Qualified,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.14,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.148,Eliminated,2010-2014
Europeans,Womens,100m,1,0.183,Eliminated,2010-2014
Europeans,Womens,100m,2,0.153,Qualified,2010-2014
Europeans,Womens,100m,2,0.164,Qualified,2010-2014
Europeans,Womens,100m,2,0.195,Eliminated,2010-2014
Europeans,Womens,100m,2,0.14,Eliminated,2010-2014
Europeans,Womens,100m,2,0.159,Eliminated,2010-2014
Europeans,Womens,100m,2,0.139,Eliminated,2010-2014
Europeans,Womens,100m,2,0.136,Eliminated,2010-2014
Europeans,Womens,100m,2,0.148,Eliminated,2010-2014
Europeans,Womens,100m,2,0.152,Qualified,2010-2014
Europeans,Womens,100m,2,0.142,Qualified,2010-2014
Europeans,Womens,100m,2,0.138,FastestQualifier,2010-2014
Europeans,Womens,100m,2,0.119,Eliminated,2010-2014
Europeans,Womens,100m,2,0.14,Eliminated,2010-2014
Europeans,Womens,100m,2,0.151,Eliminated,2010-2014
Europeans,Womens,100m,2,0.142,Eliminated,2010-2014
Europeans,Womens,100m,2,0.14,Eliminated,2010-2014
Europeans,Womens,100m,2,0.145,Qualified,2010-2014
Europeans,Womens,100m,2,0.112,Qualified,2010-2014
Europeans,Womens,100m,2,0.157,FastestQualifier,2010-2014
Europeans,Womens,100m,2,0.137,Eliminated,2010-2014
Europeans,Womens,100m,2,0.127,Eliminated,2010-2014
Europeans,Womens,100m,2,0.15,Eliminated,2010-2014
Europeans,Womens,100m,2,0.141,Eliminated,2010-2014
Europeans,Womens,100m,2,0.133,Eliminated,2010-2014
Europeans,Womens,100m,3,0.16,Finalist,2010-2014
Europeans,Womens,100m,3,0.164,Finalist,2010-2014
Europeans,Womens,100m,3,0.17,Finalist,2010-2014
Europeans,Womens,100m,3,0.126,Finalist,2010-2014
Europeans,Womens,100m,3,0.135,Finalist,2010-2014
Europeans,Womens,100m,3,0.128,Finalist,2010-2014
Europeans,Womens,100m,3,0.162,Finalist,2010-2014
Europeans,Womens,100m,3,0.163,Finalist,2010-2014
Europeans,Womens,100m,1,0.123,Qualified,2010-2014
Europeans,Womens,100m,1,0.149,Qualified,2010-2014
Europeans,Womens,100m,1,0.15,Qualified,2010-2014
Europeans,Womens,100m,1,0.154,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.171,Eliminated,2010-2014
Europeans,Womens,100m,1,0.137,Eliminated,2010-2014
Europeans,Womens,100m,1,0.208,Eliminated,2010-2014
Europeans,Womens,100m,1,0.153,Eliminated,2010-2014
Europeans,Womens,100m,1,0.134,Qualified,2010-2014
Europeans,Womens,100m,1,0.158,Qualified,2010-2014
Europeans,Womens,100m,1,0.147,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.174,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.187,Eliminated,2010-2014
Europeans,Womens,100m,1,0.197,Eliminated,2010-2014
Europeans,Womens,100m,1,0.141,Eliminated,2010-2014
Europeans,Womens,100m,1,0.177,Eliminated,2010-2014
Europeans,Womens,100m,1,0.163,Qualified,2010-2014
Europeans,Womens,100m,1,0.202,Qualified,2010-2014
Europeans,Womens,100m,1,0.166,Qualified,2010-2014
Europeans,Womens,100m,1,0.142,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.144,Eliminated,2010-2014
Europeans,Womens,100m,1,0.164,Eliminated,2010-2014
Europeans,Womens,100m,1,0.164,Eliminated,2010-2014
Europeans,Womens,100m,1,0.176,Eliminated,2010-2014
Europeans,Womens,100m,1,0.142,Qualified,2010-2014
Europeans,Womens,100m,1,0.155,Qualified,2010-2014
Europeans,Womens,100m,1,0.159,Qualified,2010-2014
Europeans,Womens,100m,1,0.148,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.155,Eliminated,2010-2014
Europeans,Womens,100m,1,0.154,Eliminated,2010-2014
Europeans,Womens,100m,1,0.136,Eliminated,2010-2014
Europeans,Womens,100m,1,0.165,Eliminated,2010-2014
Europeans,Womens,100m,2,0.138,Qualified,2010-2014
Europeans,Womens,100m,2,0.16,Qualified,2010-2014
Europeans,Womens,100m,2,0.141,Qualified,2010-2014
Europeans,Womens,100m,2,0.163,FastestQualifier,2010-2014
Europeans,Womens,100m,2,0.173,FastestQualifier,2010-2014
Europeans,Womens,100m,2,0.149,Eliminated,2010-2014
Europeans,Womens,100m,2,0.156,Eliminated,2010-2014
Europeans,Womens,100m,2,NA,DNS,2010-2014
Europeans,Womens,100m,2,0.123,Qualified,2010-2014
Europeans,Womens,100m,2,0.149,Qualified,2010-2014
Europeans,Womens,100m,2,0.15,Qualified,2010-2014
Europeans,Womens,100m,2,0.154,FastestQualifier,2010-2014
Europeans,Womens,100m,2,0.171,Eliminated,2010-2014
Europeans,Womens,100m,2,0.137,Eliminated,2010-2014
Europeans,Womens,100m,2,0.208,Eliminated,2010-2014
Europeans,Womens,100m,2,0.153,Eliminated,2010-2014
Europeans,Womens,100m,3,0.155,Finalist,2010-2014
Europeans,Womens,100m,3,0.146,Finalist,2010-2014
Europeans,Womens,100m,3,0.148,Finalist,2010-2014
Europeans,Womens,100m,3,0.153,Finalist,2010-2014
Europeans,Womens,100m,3,0.189,Finalist,2010-2014
Europeans,Womens,100m,3,0.133,Finalist,2010-2014
Europeans,Womens,100m,3,0.15,Finalist,2010-2014
Europeans,Womens,100m,3,0.164,Finalist,2010-2014
Europeans,Womens,100m,1,0.183,Qualified,2010-2014
Europeans,Womens,100m,1,0.195,Qualified,2010-2014
Europeans,Womens,100m,1,0.184,Qualified,2010-2014
Europeans,Womens,100m,1,0.174,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.21,Eliminated,2010-2014
Europeans,Womens,100m,1,0.235,Eliminated,2010-2014
Europeans,Womens,100m,1,0.206,Eliminated,2010-2014
Europeans,Womens,100m,1,0.171,Eliminated,2010-2014
Europeans,Womens,100m,1,0.144,Qualified,2010-2014
Europeans,Womens,100m,1,0.182,Qualified,2010-2014
Europeans,Womens,100m,1,0.151,Qualified,2010-2014
Europeans,Womens,100m,1,0.205,Eliminated,2010-2014
Europeans,Womens,100m,1,0.188,Eliminated,2010-2014
Europeans,Womens,100m,1,0.168,Eliminated,2010-2014
Europeans,Womens,100m,1,0.218,Eliminated,2010-2014
Europeans,Womens,100m,1,0.194,Eliminated,2010-2014
Europeans,Womens,100m,1,0.18,Qualified,2010-2014
Europeans,Womens,100m,1,0.208,Qualified,2010-2014
Europeans,Womens,100m,1,0.207,Qualified,2010-2014
Europeans,Womens,100m,1,0.165,FastestQualifier,2010-2014
Europeans,Womens,100m,1,0.183,Eliminated,2010-2014
Europeans,Womens,100m,1,0.156,Eliminated,2010-2014
Europeans,Womens,100m,1,0.179,Eliminated,2010-2014
Europeans,Womens,100m,1,0.202,Eliminated,2010-2014
Europeans,Womens,100m,1,0.174,Qualified,2010-2014
Europeans,Womens,100m,1,0.203,Qualified,2010-2014
